SalesID,SalePrice
1222837.0,54070.0
1222839.0,72360.0
1222841.0,34880.0
1222843.0,17570.0
1222845.0,38413.0
1222847.0,10949.6666667
1222849.0,27943.0
1222850.0,31935.0
1222855.0,95756.6666667
1222863.0,32430.2380952
1222864.0,26640.0
1222865.0,49110.0
1222867.0,49840.0
1222879.0,28896.6666667
1222883.0,14350.0
1222905.0,44592.5
1222908.0,77850.0
1222910.0,29700.0
1222911.0,32730.0
1222917.0,19190.0
1222918.0,31550.0
1222919.0,34973.3333333
1222920.0,15830.0
1222926.0,17878.0
1222969.0,24090.0
1222973.0,19122.0
1222977.0,12465.8333333
1222978.0,14516.0
1222980.0,13800.0
1222981.0,16327.0
1222984.0,21188.12
1222990.0,16980.0
1222993.0,29335.0
1222997.0,18765.0
1222999.0,24595.0
1223003.0,99640.0
1223014.0,10141.0
1223039.0,24880.0
1223040.0,21250.0
1223041.0,64045.0
1223042.0,64045.0
1223043.0,23657.0
1223057.0,108196.666667
1223058.0,76050.0
1223059.0,77000.0
1223060.0,106756.666667
1223067.0,9243.0
1223069.0,34955.0
1223070.0,71950.0
1223072.0,26956.6666667
1223073.0,34255.0714286
1223074.0,64270.0
1223075.0,10342.0
1223076.0,44010.0
1223077.0,8765.0
1223078.0,57440.0
1223079.0,57120.0
1223080.0,59710.0
1223081.0,59190.0
1223082.0,45860.0
1223083.0,25129.3333333
1223084.0,22885.0
1223091.0,24854.3333333
1223094.0,22815.0
1223095.0,78708.0
1223099.0,24010.0
1223101.0,11687.6666667
1223115.0,46093.3333333
1223116.0,20436.0
1223117.0,10340.0
1223118.0,30478.0
1223121.0,10825.0
1223124.0,11520.0
1223129.0,10467.3333333
1223130.0,9660.0
1223141.0,20395.0
1223145.0,14018.0
1223147.0,60580.0
1223148.0,36805.28
1223149.0,65710.0
1223150.0,62833.3333333
1223151.0,75570.0
1223152.0,94245.0
1223154.0,19662.3333333
1223164.0,11787.0
1223165.0,33590.0
1223169.0,29390.0
1223176.0,19031.6666667
1223177.0,20165.0
1223179.0,15465.0
1223180.0,16845.0
1223181.0,13611.0
1223182.0,15595.0
1223184.0,76430.0
1223185.0,9299.0
1223186.0,23130.0
1223187.0,12565.0
1223192.0,7254.0
1223193.0,16181.0
1223195.0,10855.0
1223198.0,23495.0
1223209.0,26900.0
1223211.0,12495.0
1223212.0,8985.0
1223215.0,11516.0
1223217.0,50356.6666667
1223226.0,13499.0
1223227.0,14595.0
1223229.0,30350.0
1223244.0,7845.0
1223245.0,7845.0
1223246.0,10828.6666667
1223252.0,15695.0
1223269.0,109826.666667
1223270.0,105546.666667
1223271.0,108576.666667
1223272.0,108076.666667
1223273.0,105286.666667
1223277.0,7828.33333333
1223279.0,22550.0
1223289.0,26123.0
1223293.0,63110.0
1223303.0,30030.0
1223306.0,13000.0
1223308.0,50680.0
1223309.0,34730.0
1223310.0,59890.0
1223311.0,65810.0
1223313.0,111870.0
1223318.0,72340.0
1223319.0,66030.0
1223320.0,64430.0
1223322.0,75760.0
1223328.0,7853.0
1223329.0,62180.0
1223333.0,29504.92
1223335.0,18113.0
1223338.0,10541.0
1223339.0,9195.0
1223341.0,59710.0
1223343.0,19990.0
1223344.0,41226.6666667
1223346.0,10720.0
1223356.0,17050.0
1223357.0,56370.0
1223358.0,23625.0
1223360.0,72434.1904762
1223361.0,13965.0
1223364.0,95870.0
1223371.0,12398.0
1223377.0,12690.0
1223382.0,63213.3333333
1223383.0,64890.0
1223384.0,76940.0
1223385.0,76530.0
1223400.0,25323.3333333
1223408.0,32345.0
1223411.0,7827.0
1223431.0,10214.0
1223436.0,12298.0
1223440.0,15665.0
1223451.0,11746.0
1223458.0,21169.86
1223459.0,11305.0
1223460.0,21036.64
1223468.0,62756.6666667
1223479.0,20150.0
1223483.0,29075.0
1223484.0,10945.0
1223485.0,29278.3333333
1223486.0,62060.0
1223488.0,10630.8333333
1223489.0,22885.0
1223492.0,82360.8333333
1223493.0,45062.5
1223495.0,10112.0
1223512.0,18550.0
1223518.0,52670.0
1223519.0,26589.3333333
1223520.0,11549.0
1223523.0,20744.5
1223524.0,32151.2
1223526.0,8385.0
1223535.0,32310.0
1223547.0,45900.0
1223548.0,12238.3333333
1223549.0,14870.0
1223550.0,10841.0
1223551.0,11495.0
1223558.0,36440.0
1223580.0,10918.0
1223592.0,23565.0
1223593.0,63490.0
1223595.0,72105.0
1223596.0,34910.0
1223597.0,41530.0
1223626.0,11061.0
1223627.0,11370.0
1223634.0,61475.0
1223635.0,32290.0
1223647.0,31670.0
1223648.0,11360.0
1223650.0,28310.0
1223651.0,49090.0
1223652.0,17720.0
1223653.0,11362.5666667
1223665.0,31010.0
1223667.0,62121.6666667
1223670.0,18316.6666667
1223672.0,17220.0
1223679.0,34693.8933333
1223680.0,30975.28
1223691.0,9690.0
1223692.0,8975.0
1223696.0,50610.0
1223707.0,35533.4047619
1223718.0,12380.0
1223720.0,14075.0
1223724.0,9950.0
1223725.0,9603.0
1223727.0,80750.0
1223728.0,26365.0
1223733.0,62010.0
1223734.0,23460.0
1223737.0,34790.0
1223740.0,28820.0
1223764.0,68050.0
1223769.0,66950.0
1223770.0,18544.5
1223773.0,19310.0
1223779.0,11520.0
1223780.0,29802.3333333
1223788.0,14715.0
1223789.0,26686.0
1223790.0,25505.0
1223791.0,12980.0
1223794.0,26540.0
1223795.0,26755.0
1223796.0,12560.0
1223808.0,32345.0
1223809.0,19280.0
1223813.0,10448.3333333
1223814.0,26770.0
1223816.0,31580.0
1223817.0,16000.0
1223818.0,16310.0
1223819.0,16100.0
1223820.0,16895.0
1223823.0,18975.0
1223824.0,21100.0
1223834.0,42870.0
1223869.0,17446.0
1223872.0,20650.0
1223873.0,19148.3333333
1223875.0,26220.0
1223883.0,13180.0
1223884.0,39555.0
1223892.0,55975.0
1223893.0,67310.0
1223894.0,43802.0
1223895.0,38272.5
1223896.0,68550.0
1223897.0,27730.0
1223903.0,32009.0
1223909.0,10911.0
1223911.0,12135.3333333
1223913.0,14405.0
1223918.0,18755.0
1223919.0,8370.0
1223941.0,29390.0
1223943.0,11558.25
1223948.0,16210.0
1223949.0,19869.0
1223957.0,102490.0
1223958.0,25299.6666667
1223980.0,10055.0
1223990.0,11465.0
1223991.0,11900.0
1223995.0,32240.0
1223996.0,35307.0
1223997.0,41350.0
1224003.0,33710.0
1224004.0,15455.0
1224006.0,40615.0
1224012.0,37946.6666667
1224024.0,11650.0
1224037.0,8341.0
1224041.0,34970.0
1224043.0,23020.0
1224044.0,22220.0
1224045.0,22905.0
1224046.0,25676.6666667
1224047.0,78430.0
1224057.0,15928.0
1224065.0,16315.0
1224072.0,9626.0
1224083.0,25310.0
1224084.0,29640.0
1224085.0,25075.0
1224092.0,20715.0
1224101.0,43740.0
1224110.0,10941.0
1224122.0,28400.0
1224129.0,28730.0
1224131.0,24860.0
1224132.0,24853.5714286
1224139.0,18400.0
1224140.0,24645.0
1224152.0,6722.0
1224156.0,22365.24
1224159.0,20147.4285714
1224162.0,9455.0
1224166.0,25323.3333333
1224167.0,72340.0
1224185.0,44120.0
1224209.0,61370.0
1224225.0,95750.0
1224233.0,47917.5
1224234.0,50184.1666667
1224235.0,48757.5
1224236.0,45751.6666667
1224237.0,53550.0
1224238.0,47944.5
1224241.0,27950.0
1224243.0,42940.0
1224245.0,44040.0
1224246.0,52310.0
1224249.0,41860.0
1224250.0,31335.5
1224258.0,84390.0
1224262.0,87790.0
1224264.0,86940.0
1224267.0,72550.0
1224268.0,85260.0
1224269.0,96790.0
1224270.0,32225.0
1224283.0,81166.6666667
1224287.0,75240.0
1224288.0,27880.0
1224300.0,55050.0
1224302.0,60900.0
1224317.0,73931.2
1224318.0,58000.0
1224327.0,12810.0
1224330.0,42248.3333333
1224331.0,31170.0
1224332.0,71860.0
1224345.0,42710.0
1224348.0,64840.0
1224349.0,26230.0
1224355.0,56485.0
1224356.0,56840.0
1224357.0,47580.0
1224359.0,72980.0
1224360.0,48110.0
1224361.0,72420.0
1224362.0,49190.0
1224363.0,62870.0
1224367.0,98450.0
1224371.0,56800.0
1224385.0,63750.0
1224388.0,35515.28
1224389.0,93740.0
1224390.0,101380.0
1224391.0,81473.3333333
1224392.0,43920.0
1224397.0,78260.0
1224398.0,84590.0
1224400.0,77390.0
1224401.0,89480.0
1224408.0,66720.0
1224409.0,39015.28
1224410.0,103530.0
1224413.0,103530.0
1224420.0,75400.0
1224421.0,34115.0
1224422.0,23472.0
1224432.0,119563.333333
1224455.0,36530.0
1224456.0,32856.0
1224457.0,52594.0
1224459.0,69500.0
1224460.0,70230.0
1224461.0,46320.0
1224462.0,45990.0
1224463.0,45352.0
1224464.0,28860.0
1224467.0,36030.0
1224468.0,31620.0
1224469.0,61570.0
1224473.0,45270.0
1224474.0,34000.0
1224477.0,38189.0
1224478.0,23540.0
1224479.0,63710.0
1224483.0,23200.0
1224487.0,34290.0
1224489.0,32610.0
1224490.0,53446.6666667
1224502.0,50280.0
1224503.0,30010.0
1224505.0,78660.0
1224507.0,21730.0
1224511.0,46420.0
1224512.0,37940.0
1224513.0,35120.0
1224515.0,32225.0
1224516.0,83760.0
1224523.0,18980.0
